# Top games from https://boardgamegeek.com/browse/boardgame
#
# Downloaded 8/2/23 by NDG
# Source: https://boardgamegeek.com/market/browse?objecttype=thing&objectid=233078&pageid=1
#
Game,Item ID,Price,Sale Month,Sale Day,Sale Year
Twilight Imperium: 4th Edition,1361559,$85 - Like New,4,22,2020
Twilight Imperium: 4th Edition,1338294,$318 - Good,2,29,2020
Twilight Imperium: 4th Edition,1332111,$119.99 - New,2,17,2020
Twilight Imperium: 4th Edition,1328996,$100 - Like New,2,10,2020
Twilight Imperium: 4th Edition,1318494,$170 - Like New,1,20,2020
Twilight Imperium: 4th Edition,1317631,$200 - Like New,1,18,2020
Twilight Imperium: 4th Edition,1315087,$274.99 - New,1,13,2020
Twilight Imperium: 4th Edition,1312496,$220 - Like New,1,7,2020
Twilight Imperium: 4th Edition,1312316,$200 - Like New,1,7,2020
Twilight Imperium: 4th Edition,1307308,$300 - New,12,27,2019
Twilight Imperium: 4th Edition,1306650,$200 - Like New,12,25,2019
Twilight Imperium: 4th Edition,1303530,$200 - New,12,16,2019
Twilight Imperium: 4th Edition,1299700,$125 - Like New,12,7,2019
Twilight Imperium: 4th Edition,1296331,$95 - Like New,11,30,2019
Twilight Imperium: 4th Edition,1292752,$110 - New,11,22,2019
Twilight Imperium: 4th Edition,1287590,$80 - Like New,11,11,2019
Twilight Imperium: 4th Edition,1282145,$112 - New,10,29,2019
Twilight Imperium: 4th Edition,1264745,$90 - Good,9,24,2019
Twilight Imperium: 4th Edition,1261202,$100 - Like New,9,15,2019
Twilight Imperium: 4th Edition,1256036,$80 - New,9,2,2019
Twilight Imperium: 4th Edition,1245802,$96 - New,8,8,2019
Twilight Imperium: 4th Edition,1235185,$95.49 - New,7,16,2019
Twilight Imperium: 4th Edition,1229456,$79 - New,7,3,2019
Twilight Imperium: 4th Edition,1223871,$70 - Like New,6,19,2019
Twilight Imperium: 4th Edition,1201722,$85 - New,4,26,2019
Twilight Imperium: 4th Edition,1201445,$90 - Very Good,4,25,2019
Twilight Imperium: 4th Edition,1190753,$95 - New,3,29,2019
Twilight Imperium: 4th Edition,1189494,$60 - Very Good,3,25,2019
Twilight Imperium: 4th Edition,1175510,$90 - Very Good,2,20,2019
Twilight Imperium: 4th Edition,1174640,$75 - Like New,2,19,2019
Twilight Imperium: 4th Edition,1148468,$90 - Like New,12,18,2018
Twilight Imperium: 4th Edition,1119096,$100 - New,10,7,2018
Twilight Imperium: 4th Edition,1086485,$104.99 - New,7,5,2018
Twilight Imperium: 4th Edition,1080913,$95 - Like New,6,18,2018
Twilight Imperium: 4th Edition,1066005,$114.99 - New,5,8,2018
Twilight Imperium: 4th Edition,1064610,$90 - Like New,5,5,2018
